student_id,Topic,Subtopic,lapse_score,knowledge_score,interest_score,lapse_category,knowledge_category,interest_category,last_interaction_date
80,Philosophy of Science (Epistemology),Ethics of Scientific Research,45.0,5.0,53.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Philosophy of Science (Epistemology),History of Science: from Galileo to Quantum Physics,65.0,54.0,66.0,Slightly lapsed,Moderate knowledge,High interest,2026-05-31
80,Philosophy of Science (Epistemology),The Role of Models and Simulations,17.0,74.0,19.0,Extremely lapsed,High knowledge,Extremely low interest,2026-05-30
80,Philosophy of Science (Epistemology),Science and Pseudoscience: The Problem of Demarcation,33.0,64.0,97.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Philosophy of Science (Epistemology),Reductionism vs Holism,57.0,18.0,85.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Craftsmanship and Know-How,Woodworking and Cabinetmaking,39.0,99.0,95.0,Highly lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Craftsmanship and Know-How,Glass Art (Murano and beyond),3.0,81.0,91.0,Extremely lapsed,Extremely high knowledge,Extremely high interest,2026-05-29
80,Craftsmanship and Know-How,Ceramics and Clay Modeling,12.0,77.0,97.0,Extremely lapsed,High knowledge,Extremely high interest,2026-05-30
80,Craftsmanship and Know-How,Custom Tailoring and Pattern Making,90.0,63.0,67.0,Not lapsed,High knowledge,High interest,2026-05-31
80,Craftsmanship and Know-How,Metalworking and Jewelry,11.0,64.0,21.0,Extremely lapsed,High knowledge,Low interest,2026-05-30
80,Craftsmanship and Know-How,Artisanal Bookbinding and Book Restoration,65.0,51.0,79.0,Slightly lapsed,Moderate knowledge,High interest,2026-05-31
80,Craftsmanship and Know-How,Loom Weaving and Natural Dyes,50.0,22.0,69.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Craftsmanship and Know-How,Leatherworking and Tanning Techniques,86.0,25.0,26.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Craftsmanship and Know-How,Luthiery: The Construction of Bowed Instruments,39.0,61.0,13.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Craftsmanship and Know-How,The Value of Craftsmanship in the Digital Age,7.0,64.0,76.0,Extremely lapsed,High knowledge,High interest,2026-05-29
80,Applied Ethics,Clinical Bioethics and End-of-Life Decisions,4.0,19.0,5.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-29
80,Applied Ethics,Ethics of Algorithms and Social Media,87.0,34.0,51.0,Not lapsed,Low knowledge,Moderate interest,2026-05-31
80,Applied Ethics,Environmental Ethics and Animal Rights,89.0,84.0,78.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Applied Ethics,Business Ethics and Social Responsibility,13.0,70.0,27.0,Extremely lapsed,High knowledge,Low interest,2026-05-30
80,Applied Ethics,Rights of Future Generations,6.0,10.0,30.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-29
80,Applied Ethics,Ethics of War and Autonomous Drones,1.0,45.0,31.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-29
80,Applied Ethics,Sexual Morality and New Freedoms,30.0,79.0,73.0,Highly lapsed,High knowledge,High interest,2026-05-30
80,Applied Ethics,Ethics of Communication and Post-truth,45.0,32.0,48.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Applied Ethics,Distributive Justice and Global Poverty,50.0,40.0,1.0,Moderately lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Applied Ethics,Academic and Scientific Integrity,55.0,25.0,59.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Urban Exploration and Outdoor,Mountaineering and History of Great Climbs,34.0,44.0,58.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Urban Exploration and Outdoor,Long-distance Trekking (Thru-hiking),95.0,80.0,94.0,Not lapsed,High knowledge,Extremely high interest,2026-05-31
80,Urban Exploration and Outdoor,Bushcraft: Primitive Survival Techniques,56.0,73.0,98.0,Moderately lapsed,High knowledge,Extremely high interest,2026-05-30
80,Urban Exploration and Outdoor,Speleology: Cave Exploration,43.0,12.0,27.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Urban Exploration and Outdoor,Orienteering and Navigation with Map and Compass,19.0,39.0,68.0,Extremely lapsed,Low knowledge,High interest,2026-05-30
80,Urban Exploration and Outdoor,Urban Exploration (Urbex) and Abandoned Sites,79.0,58.0,72.0,Slightly lapsed,Moderate knowledge,High interest,2026-05-31
80,Urban Exploration and Outdoor,Landscape Photography in Extreme Conditions,28.0,18.0,65.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Urban Exploration and Outdoor,Parkour and Movement in the Urban Environment,9.0,17.0,19.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Urban Exploration and Outdoor,Camping and Nomadic Life (Vanlife),67.0,79.0,91.0,Slightly lapsed,High knowledge,Extremely high interest,2026-05-31
80,Urban Exploration and Outdoor,Management of National Parks and Nature Reserves,98.0,28.0,67.0,Not lapsed,Low knowledge,High interest,2026-05-31
80,Forensic Sciences and Investigation,DNA Analysis and Genetic Databases,86.0,81.0,96.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Forensic Sciences and Investigation,Forensic Toxicology: Detection of Poisons and Drugs,63.0,34.0,61.0,Slightly lapsed,Low knowledge,High interest,2026-05-30
80,Forensic Sciences and Investigation,Ballistics and Trajectory Analysis,56.0,5.0,30.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Forensic Sciences and Investigation,Dactyloscopy (Study of Fingerprints),27.0,2.0,30.0,Highly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Forensic Sciences and Investigation,Forensic Entomology: Insects to Date Death,30.0,88.0,44.0,Highly lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Forensic Sciences and Investigation,Forensic Computing: Data Recovery from Seized Devices,44.0,66.0,13.0,Moderately lapsed,High knowledge,Extremely low interest,2026-05-30
80,Forensic Sciences and Investigation,Forensic Anthropology: Identification from Skeletal Remains,38.0,41.0,21.0,Highly lapsed,Moderate knowledge,Low interest,2026-05-30
80,Forensic Sciences and Investigation,Bloodstain Pattern Analysis (BPA),2.0,76.0,31.0,Extremely lapsed,High knowledge,Low interest,2026-05-29
80,Forensic Sciences and Investigation,Judicial Graphology and Document Forgery,32.0,59.0,63.0,Highly lapsed,Moderate knowledge,High interest,2026-05-30
80,Forensic Sciences and Investigation,Interrogation Techniques and Deception Detection,4.0,17.0,7.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-29
80,Retail and Customer Experience,Visual Merchandising: The Organization of Display Spaces,95.0,42.0,91.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Retail and Customer Experience,Psychology of the Point of Sale and Purchasing Paths,86.0,48.0,75.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Retail and Customer Experience,Experience Personalization via Big Data,10.0,45.0,85.0,Extremely lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Retail and Customer Experience,Loyalty Programs and Retention Strategies,35.0,61.0,77.0,Highly lapsed,High knowledge,High interest,2026-05-30
80,Retail and Customer Experience,Omnichannel Integration (Physical and Digital),82.0,82.0,6.0,Not lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Retail and Customer Experience,Augmented Reality for Product Trial (Virtual Try-on),90.0,26.0,37.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Retail and Customer Experience,Management of Customer Flows and Queues,35.0,85.0,52.0,Highly lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Retail and Customer Experience,Predictive Customer Service via AI,89.0,93.0,97.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Retail and Customer Experience,The Future of Shopping Centers (Malls Transformed into Civic Centers),15.0,45.0,57.0,Extremely lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Retail and Customer Experience,Mystery Shopping and Quality Control,36.0,13.0,65.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Publishing and Media,The Transition from Print to Digital-only,64.0,91.0,16.0,Slightly lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Publishing and Media,Business Models: Subscriptions vs Advertising,4.0,83.0,53.0,Extremely lapsed,Extremely high knowledge,Moderate interest,2026-05-29
80,Publishing and Media,Podcasts and the Rise of Audio Entertainment,17.0,17.0,2.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Publishing and Media,Newsletters and the Curated Attention Economy,48.0,16.0,48.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Publishing and Media,Fact-checking and the Fight against Fake News,43.0,30.0,66.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Publishing and Media,Investigative Journalism and Source Protection,100.0,3.0,23.0,Not lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Publishing and Media,Press Freedom and Global Censorship,25.0,21.0,54.0,Highly lapsed,Low knowledge,Moderate interest,2026-05-30
80,Publishing and Media,"Editorial Editing: The Figure of the ""Ghostwriter""",26.0,24.0,45.0,Highly lapsed,Low knowledge,Moderate interest,2026-05-30
80,Publishing and Media,Copyrights and Creative Commons Licenses,24.0,85.0,24.0,Highly lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Publishing and Media,The Impact of User-Generated Content (UGC),35.0,86.0,91.0,Highly lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Microeconomics and Local Markets,Theory of Supply and Demand,37.0,10.0,18.0,Highly lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Microeconomics and Local Markets,Economy of Italian Industrial Districts,15.0,48.0,17.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Microeconomics and Local Markets,"Local Markets and ""Zero Mile"" Circuits",4.0,63.0,92.0,Extremely lapsed,High knowledge,Extremely high interest,2026-05-29
80,Microeconomics and Local Markets,Cooperativism and Social Enterprises,79.0,62.0,46.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-31
80,Microeconomics and Local Markets,Purchasing Power and the Cost of Living,80.0,81.0,32.0,Slightly lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Microeconomics and Local Markets,Microcredit for the Development of Small Businesses,20.0,88.0,79.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-30
80,Microeconomics and Local Markets,Price Dynamics in the Local Real Estate Market,70.0,66.0,36.0,Slightly lapsed,High knowledge,Low interest,2026-05-31
80,Microeconomics and Local Markets,Fair Trade,80.0,96.0,46.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Microeconomics and Local Markets,The Impact of Tourism on City Economies,77.0,62.0,43.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-31
80,Microeconomics and Local Markets,Cost-Benefit Analysis in Public Decisions,65.0,57.0,48.0,Slightly lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Biophysics and Biomechanics,Structure and Dynamics of Cell Membranes,84.0,53.0,56.0,Not lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Biophysics and Biomechanics,Molecular Motors and Intracellular Transport,83.0,56.0,82.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Biophysics and Biomechanics,Biomechanics of the Spine and Posture,64.0,79.0,22.0,Slightly lapsed,High knowledge,Low interest,2026-05-31
80,Biophysics and Biomechanics,Propagation of the Nerve Impulse (Hodgkin-Huxley Model),24.0,13.0,55.0,Highly lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Biophysics and Biomechanics,Interaction between Radiation and Biological Tissues,97.0,90.0,86.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Biophysics and Biomechanics,Gait Analysis and Movement Kinematics,61.0,60.0,86.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Biophysics and Biomechanics,Fluid Mechanics in the Circulatory System,15.0,42.0,10.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Biophysics and Biomechanics,Biophotonics: Light Emission by Organisms,32.0,5.0,80.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Biophysics and Biomechanics,Mathematical Modeling of Biological Systems,6.0,96.0,52.0,Extremely lapsed,Extremely high knowledge,Moderate interest,2026-05-29
80,Biophysics and Biomechanics,Thermodynamics of Vital Processes,69.0,66.0,85.0,Slightly lapsed,High knowledge,Extremely high interest,2026-05-31
80,Animation Cinema,Traditional Hand-drawn Animation (2D),38.0,65.0,78.0,Highly lapsed,High knowledge,High interest,2026-05-30
80,Animation Cinema,"CGI and 3D Modeling (Pixar, Dreamworks)",47.0,95.0,62.0,Moderately lapsed,Extremely high knowledge,High interest,2026-05-30
80,Animation Cinema,Stop-motion: The Art of Frame-by-Frame,26.0,29.0,38.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Animation Cinema,Japanese Anime and Their Global Impact,25.0,58.0,50.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Animation Cinema,History of Walt Disney Studios,94.0,96.0,32.0,Not lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Animation Cinema,Motion Capture Techniques,75.0,29.0,47.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Animation Cinema,Storyboarding and Animatic for Pre-visualization,56.0,7.0,99.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Animation Cinema,Experimental and Avant-garde Animation,18.0,97.0,15.0,Extremely lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Animation Cinema,Dubbing and Voice Characterization,54.0,98.0,57.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Animation Cinema,"Adult Animation (Adult Swim, Auteur Series)",49.0,47.0,87.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Human Resources (HR) Management,Recruiting Techniques and Behavioral Interviews,73.0,84.0,77.0,Slightly lapsed,Extremely high knowledge,High interest,2026-05-31
80,Human Resources (HR) Management,Onboarding: Integrating New Employees,2.0,33.0,90.0,Extremely lapsed,Low knowledge,Extremely high interest,2026-05-29
80,Human Resources (HR) Management,Performance Evaluation and 360° Feedback,66.0,84.0,42.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Human Resources (HR) Management,Incentive Plans and Corporate Benefits,12.0,50.0,68.0,Extremely lapsed,Moderate knowledge,High interest,2026-05-30
80,Human Resources (HR) Management,Employer Branding: Attracting Top Talent,87.0,57.0,3.0,Not lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Human Resources (HR) Management,Conflict Management and Internal Negotiation,3.0,48.0,35.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-29
80,Human Resources (HR) Management,Continuous Training and Learning & Development,65.0,14.0,94.0,Slightly lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Human Resources (HR) Management,Health and Safety in the Workplace,25.0,16.0,63.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Human Resources (HR) Management,Diversity & Inclusion Management,68.0,78.0,5.0,Slightly lapsed,High knowledge,Extremely low interest,2026-05-31
80,Human Resources (HR) Management,"Managing the ""Great Resignation"" and Retention",83.0,94.0,69.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Volcanology and Geological Risks,"Types of Volcanoes: Shield, Stratovolcanoes, Calderas",34.0,18.0,92.0,Highly lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Volcanology and Geological Risks,Seismic and Geochemical Monitoring of Craters,30.0,29.0,15.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Volcanology and Geological Risks,Lahars and Pyroclastic Flows: The Greatest Dangers,81.0,59.0,22.0,Not lapsed,Moderate knowledge,Low interest,2026-05-31
80,Volcanology and Geological Risks,Predicting Eruptions: Precursor Signals,92.0,3.0,85.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Volcanology and Geological Risks,Geothermal Energy: Power from Volcanic Heat,90.0,54.0,79.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Volcanology and Geological Risks,The Vesuvius Risk and the Phlegraean Fields,11.0,12.0,73.0,Extremely lapsed,Extremely low knowledge,High interest,2026-05-30
80,Volcanology and Geological Risks,Submarine Volcanism and Emerging Islands,68.0,33.0,98.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Volcanology and Geological Risks,Impact of Volcanic Ash on Air Traffic,3.0,24.0,75.0,Extremely lapsed,Low knowledge,High interest,2026-05-29
80,Volcanology and Geological Risks,"History of Great Eruptions (Pompeii, Krakatoa, Tambora)",47.0,78.0,66.0,Moderately lapsed,High knowledge,High interest,2026-05-30
80,Volcanology and Geological Risks,"Extraterrestrial Volcanoes (Io, Mars)",20.0,57.0,39.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-30
80,Fashion Tech and Innovative Materials,Smart Clothes with Integrated Biometric Sensors,50.0,10.0,88.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Fashion Tech and Innovative Materials,Fabrics Produced by Fungi or Bacteria (Bio-fashion),3.0,58.0,45.0,Extremely lapsed,Moderate knowledge,Moderate interest,2026-05-29
80,Fashion Tech and Innovative Materials,3D Printing of Clothing and Footwear,48.0,11.0,82.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Fashion Tech and Innovative Materials,Nanotechnologies for Water-repellent or Fireproof Fabrics,88.0,90.0,9.0,Not lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Fashion Tech and Innovative Materials,Chemical Recycling of Textile Fibers,76.0,87.0,50.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Fashion Tech and Innovative Materials,Digital Fashion and Clothes for the Metaverse,57.0,67.0,25.0,Moderately lapsed,High knowledge,Low interest,2026-05-30
80,Fashion Tech and Innovative Materials,E-textiles and Flexible Circuits,62.0,27.0,69.0,Slightly lapsed,Low knowledge,High interest,2026-05-30
80,Fashion Tech and Innovative Materials,Supply Chain Traceability via NFC or QR Code,81.0,75.0,97.0,Not lapsed,High knowledge,Extremely high interest,2026-05-31
80,Fashion Tech and Innovative Materials,Self-lacing Sneakers and Cushioning Technologies,19.0,90.0,34.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Fashion Tech and Innovative Materials,Sustainability of Natural vs Synthetic Dyes,29.0,1.0,68.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Epigraphy and Paleography,Study of Inscriptions on Stone and Metal,23.0,40.0,93.0,Highly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Epigraphy and Paleography,"Evolution of Latin Scripts (Capital, Uncial, Gothic)",11.0,57.0,97.0,Extremely lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Epigraphy and Paleography,Decipherment of Unknown Writing Systems,15.0,16.0,56.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Epigraphy and Paleography,"Ancient Writing Materials: Papyrus, Parchment, Wax",42.0,51.0,27.0,Moderately lapsed,Moderate knowledge,Low interest,2026-05-30
80,Epigraphy and Paleography,History of the Phoenician Alphabet and Its Derivations,17.0,81.0,57.0,Extremely lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Epigraphy and Paleography,Writing Instruments: From Stylus to Quill Pen,20.0,58.0,58.0,Extremely lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Epigraphy and Paleography,Conservation and Restoration of Ancient Manuscripts,7.0,4.0,34.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-29
80,Epigraphy and Paleography,Digitization of Historical Archives and Manuscripts,12.0,71.0,90.0,Extremely lapsed,High knowledge,Extremely high interest,2026-05-30
80,Epigraphy and Paleography,Sigillography: The Study of Seals,98.0,60.0,63.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Epigraphy and Paleography,Relationship between Writing and Power in Medieval Courts,71.0,36.0,70.0,Slightly lapsed,Low knowledge,High interest,2026-05-31
80,Information and Software Engineering,Microservices Architectures,98.0,10.0,50.0,Not lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Information and Software Engineering,"Cloud Computing: IaaS, PaaS, and SaaS",45.0,77.0,38.0,Moderately lapsed,High knowledge,Low interest,2026-05-30
80,Information and Software Engineering,Agile and Scrum Methodologies,21.0,65.0,2.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Information and Software Engineering,DevOps and Continuous Integration (CI/CD),85.0,29.0,97.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Information and Software Engineering,User Interface (UI) and User Experience (UX) Design,97.0,95.0,55.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Information and Software Engineering,Native vs Cross-platform App Development,61.0,79.0,7.0,Slightly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Information and Software Engineering,SQL vs NoSQL Databases,74.0,52.0,59.0,Slightly lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Information and Software Engineering,API (Application Programming Interfaces) and Integrations,42.0,17.0,36.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Information and Software Engineering,Automated Testing and Code Quality Control,17.0,70.0,86.0,Extremely lapsed,High knowledge,Extremely high interest,2026-05-30
80,Information and Software Engineering,"Containerization (Docker, Kubernetes)",25.0,79.0,18.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Insect Ethology (Entomology),Social Organization in Ant Colonies,92.0,1.0,87.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Insect Ethology (Entomology),Waggle Dance of Bees and Distance Communication,95.0,36.0,11.0,Not lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Insect Ethology (Entomology),Metamorphosis: Biology and Hormonal Control,60.0,38.0,88.0,Moderately lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Insect Ethology (Entomology),Defense Strategies: Camouflage and Aposematism,61.0,65.0,46.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-30
80,Insect Ethology (Entomology),Insects as Bioindicators of Environmental Quality,46.0,4.0,16.0,Moderately lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Insect Ethology (Entomology),Pollination and Co-evolution with Angiosperms,78.0,85.0,16.0,Slightly lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Insect Ethology (Entomology),Parasitoid Insects and Biological Control in Agriculture,73.0,52.0,35.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Insect Ethology (Entomology),Bioacoustics: How Cicadas and Crickets Sing,65.0,24.0,55.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Insect Ethology (Entomology),Architecture of Hives and Anthills,96.0,48.0,31.0,Not lapsed,Moderate knowledge,Low interest,2026-05-31
80,Insect Ethology (Entomology),"Insect Migrations (e.g., Monarch Butterfly)",99.0,59.0,93.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Network Theory and Complex Systems,Small Worlds: Six Degrees of Separation Theory,52.0,19.0,93.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Network Theory and Complex Systems,Robustness of Networks to Attacks and Failures,58.0,64.0,7.0,Moderately lapsed,High knowledge,Extremely low interest,2026-05-30
80,Network Theory and Complex Systems,Spread of Epidemics and Information in Networks,20.0,67.0,70.0,Extremely lapsed,High knowledge,High interest,2026-05-30
80,Network Theory and Complex Systems,Biological vs Artificial Neural Networks,35.0,60.0,53.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Network Theory and Complex Systems,Network Economics and Interconnected Markets,80.0,96.0,40.0,Slightly lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Network Theory and Complex Systems,Topology of the Internet and the Web,70.0,12.0,71.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Network Theory and Complex Systems,Synchronization in Biological Systems,94.0,88.0,88.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Network Theory and Complex Systems,Centrality and Influence in Social Networks,15.0,42.0,19.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Network Theory and Complex Systems,Graph Theory Applied to Logistics,31.0,46.0,20.0,Highly lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Network Theory and Complex Systems,Emergent Behaviors in Flocks and Crowds,69.0,7.0,19.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Hydrogeology and Soil Management,Formation and Protection of Aquifers,82.0,1.0,43.0,Not lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Hydrogeology and Soil Management,Subsidence and Lowering of Ground Level,98.0,39.0,28.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Hydrogeology and Soil Management,Hydrogeological Instability: Landslides and Mudslides,6.0,23.0,34.0,Extremely lapsed,Low knowledge,Low interest,2026-05-29
80,Hydrogeology and Soil Management,Chemistry of Groundwater,15.0,72.0,65.0,Extremely lapsed,High knowledge,High interest,2026-05-30
80,Hydrogeology and Soil Management,Soil Permeability and Urbanization,99.0,90.0,41.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Hydrogeology and Soil Management,Remediation of Contaminated Sites and Landfills,95.0,88.0,90.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Hydrogeology and Soil Management,Soil Erosion and Desertification,48.0,55.0,11.0,Moderately lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Hydrogeology and Soil Management,Artesian Wells and Water Exploitation,65.0,38.0,78.0,Slightly lapsed,Low knowledge,High interest,2026-05-31
80,Hydrogeology and Soil Management,Modeling of Surface Runoff,83.0,98.0,80.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Hydrogeology and Soil Management,Slope Consolidation Techniques,57.0,64.0,66.0,Moderately lapsed,High knowledge,High interest,2026-05-30
80,Developmental Psychology,Cognitive Development in Infants (Piaget),9.0,94.0,96.0,Extremely lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Developmental Psychology,Attachment Theory (Bowlby),45.0,28.0,93.0,Moderately lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Developmental Psychology,Language Acquisition and Developmental Milestones,11.0,48.0,51.0,Extremely lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Developmental Psychology,The Importance of Play in Psychological Development,47.0,5.0,99.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Developmental Psychology,Adolescence: Identity Crisis and Detachment from Parents,87.0,69.0,50.0,Not lapsed,High knowledge,Moderate interest,2026-05-31
80,Developmental Psychology,Learning Disabilities (SpLD),98.0,76.0,2.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Developmental Psychology,Bullying and Cyberbullying: Prevention in Schools,81.0,100.0,66.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Developmental Psychology,Impact of Screens on Early Brain Development,45.0,57.0,15.0,Moderately lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Developmental Psychology,Moral Development and Sense of Justice in Children,67.0,63.0,11.0,Slightly lapsed,High knowledge,Extremely low interest,2026-05-31
80,Developmental Psychology,Sibling Dynamics and Birth Order,11.0,16.0,18.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Comparative Mythology and Folklore,"Universal Archetypes (The Great Flood, The Tree of Life)",67.0,50.0,22.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Comparative Mythology and Folklore,"Mythologies of Arctic Populations (Inuit, Sami)",76.0,60.0,58.0,Slightly lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Comparative Mythology and Folklore,Urban Legends in the Digital Age (Creepypasta),72.0,36.0,57.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
